participant-id,age,gender,ethnicity,residence-country,longest-residence-country,income,education,attribute,work-time-seconds,interest-in-automobiles,owns-car
513,38,male,asian,JP,JP,1,3,modern,,5,2
514,76,male,asian,JP,JP,12,5,modern,,2,1
515,45,female,asian,JP,JP,2,2,modern,,3,1
516,37,male,asian,JP,JP,5,5,modern,,1,1
517,57,female,asian,JP,JP,12,3,modern,,4,2
518,74,male,asian,JP,JP,1,5,modern,,1,1
519,57,male,asian,JP,JP,1,2,modern,,2,2
520,58,female,asian,JP,JP,2,2,modern,,2,1
521,34,female,asian,JP,JP,3,5,modern,,4,2
522,25,female,asian,JP,JP,12,5,modern,,3,2
523,45,female,asian,JP,JP,5,5,modern,,5,2
524,56,male,asian,JP,JP,12,5,modern,,1,1
525,74,male,asian,JP,JP,3,2,modern,,4,1
526,60,male,asian,JP,JP,4,5,modern,,1,1
527,55,male,asian,JP,JP,2,5,modern,,5,1
528,77,male,asian,JP,JP,2,5,modern,,4,2
529,65,male,asian,JP,JP,3,3,modern,,2,2
530,54,male,asian,JP,JP,1,5,modern,,2,2
531,62,male,asian,JP,JP,9,2,modern,,1,1
532,68,male,asian,JP,JP,12,5,modern,,2,1
533,59,female,asian,JP,JP,8,5,modern,,5,2
534,51,female,asian,JP,JP,5,4,modern,,2,1
535,40,female,asian,JP,JP,2,4,modern,,2,1
536,49,female,asian,JP,JP,1,4,modern,,3,2
537,50,female,asian,JP,JP,1,5,modern,,2,1
538,65,female,asian,JP,JP,1,2,modern,,2,1
539,70,male,asian,JP,JP,5,5,modern,,3,1
540,77,male,asian,JP,JP,3,2,modern,,2,1
541,44,female,asian,JP,JP,1,2,modern,,5,1
542,60,male,asian,JP,JP,2,5,modern,,5,2
543,48,male,asian,JP,JP,4,3,modern,,3,1
544,59,male,asian,JP,JP,8,5,modern,,2,1
545,52,male,asian,JP,JP,12,5,modern,,4,2
546,57,male,asian,JP,JP,2,4,modern,,2,1
547,73,female,asian,JP,JP,1,2,modern,,5,2
548,55,male,asian,JP,JP,12,3,modern,,1,1
549,52,female,asian,other,JP,1,6,modern,,2,2
550,53,female,prefer not to answer,JP,JP,1,2,modern,,3,1
551,53,female,asian,JP,JP,3,2,modern,,2,1
552,51,female,asian,JP,JP,1,2,modern,,2,1
553,69,male,asian,JP,JP,1,2,modern,,4,1
554,66,male,asian,JP,JP,11,5,modern,,2,1
555,30,female,asian,JP,JP,3,5,modern,,4,2
556,48,female,asian,JP,JP,1,5,modern,,3,1
557,64,male,asian,JP,JP,5,5,modern,,2,1
558,67,male,asian,JP,JP,1,5,modern,,4,1
559,57,male,asian,JP,JP,12,5,modern,,1,1
560,70,female,asian,JP,JP,1,5,modern,,1,1
561,65,male,asian,JP,JP,1,2,modern,,2,1
562,60,male,asian,JP,JP,11,6,modern,,3,2
563,73,female,asian,JP,JP,1,2,modern,,4,2
564,46,female,asian,JP,JP,1,5,modern,,3,1
565,62,male,asian,JP,JP,3,2,modern,,2,1
566,28,male,asian,JP,JP,3,2,modern,,5,2
567,70,female,asian,JP,JP,1,2,modern,,2,1
568,24,male,asian,JP,JP,1,6,modern,,1,2
569,54,male,asian,JP,JP,9,5,modern,,3,1
570,52,female,asian,JP,JP,1,2,modern,,2,1
571,28,female,asian,JP,JP,4,5,modern,,1,1
572,68,female,asian,JP,JP,2,4,modern,,2,1
573,44,male,asian,JP,JP,4,3,modern,,1,1
574,59,male,asian,JP,JP,8,5,modern,,1,1
575,,male,asian,JP,JP,1,5,modern,,4,2
576,51,male,prefer not to answer,JP,prefer not to answer,12,9,modern,,5,3
577,63,male,asian,JP,JP,12,5,modern,,2,1
578,60,male,asian,JP,JP,2,2,modern,,4,2
579,35,male,asian,JP,JP,6,5,modern,,2,1
580,40,male,asian,JP,JP,7,2,modern,,2,1
581,72,male,asian,JP,JP,2,5,modern,,5,2
582,57,male,asian,JP,JP,7,6,modern,,3,1
583,85,male,asian,JP,JP,5,2,modern,,2,1
584,66,male,asian,JP,JP,1,5,modern,,4,2
585,38,female,asian,JP,JP,1,5,modern,,5,1
586,54,female,asian,JP,JP,1,3,modern,,5,1
587,46,male,asian,JP,JP,1,6,modern,,1,1
588,55,male,asian,JP,JP,2,3,modern,,5,2
589,54,male,asian,JP,JP,9,5,modern,,2,1
590,67,female,asian,JP,JP,1,4,modern,,2,1
591,75,male,asian,JP,JP,4,5,modern,,2,1
592,49,female,asian,JP,JP,6,3,modern,,2,1
593,50,male,asian,JP,JP,3,4,modern,,5,2
594,46,male,asian,JP,JP,1,2,modern,,3,2
595,44,female,asian,JP,JP,3,5,modern,,2,1
596,53,female,asian,JP,JP,1,4,modern,,1,2
597,57,male,asian,JP,JP,9,6,modern,,1,1
598,56,male,asian,JP,JP,7,6,modern,,4,1
599,63,male,asian,JP,JP,12,5,modern,,2,1
600,29,male,asian,JP,JP,4,5,modern,,3,2
601,66,male,other,JP,JP,4,4,modern,,4,1
602,81,male,asian,JP,JP,1,2,modern,,3,1
603,61,male,asian,JP,JP,3,5,modern,,1,1
604,29,male,asian,JP,JP,12,5,modern,,5,2
605,64,female,asian,JP,JP,2,5,modern,,3,2
606,36,male,asian,JP,JP,1,5,modern,,2,2
607,39,male,asian,JP,JP,12,5,modern,,1,1
608,69,male,asian,JP,JP,3,2,modern,,2,1
609,47,male,asian,JP,JP,2,5,modern,,1,1
610,38,male,asian,JP,JP,6,6,modern,,2,1
611,73,female,asian,JP,JP,1,2,modern,,4,2
612,60,female,asian,JP,JP,4,5,modern,,2,1
613,76,male,asian,JP,JP,1,2,modern,,4,2
614,32,male,asian,JP,JP,4,5,modern,,3,2
615,33,male,asian,JP,JP,3,5,modern,,3,2
616,42,female,asian,JP,JP,2,2,modern,,1,1
617,72,male,asian,JP,JP,2,5,modern,,2,1
618,50,male,asian,JP,JP,1,2,modern,,3,1
619,51,male,asian,JP,JP,1,1,modern,,4,2
620,61,male,asian,JP,JP,9,5,modern,,1,1
621,21,female,asian,JP,JP,3,2,modern,,5,1
622,64,female,asian,JP,JP,6,5,modern,,2,1
623,35,male,asian,JP,JP,4,3,modern,,3,1
624,56,female,asian,JP,JP,12,5,modern,,4,2
625,56,female,asian,JP,JP,12,2,modern,,2,1
626,52,male,asian,JP,JP,6,6,modern,,4,1
627,45,male,asian,JP,JP,4,5,modern,,3,1
628,59,male,asian,JP,JP,12,2,modern,,2,1
629,64,male,asian,JP,JP,3,5,modern,,2,1
630,79,male,asian,JP,JP,2,5,modern,,2,1
631,40,female,asian,JP,JP,5,5,modern,,1,2
632,57,female,asian,JP,JP,1,3,modern,,1,1
633,51,female,asian,JP,JP,1,4,modern,,2,1
634,61,male,asian,JP,JP,3,5,modern,,4,1
635,71,female,asian,JP,JP,4,4,modern,,2,1
636,52,male,asian,JP,JP,6,5,modern,,5,1
637,47,male,asian,JP,JP,1,2,modern,,1,1
638,61,female,asian,JP,JP,1,2,modern,,5,2
639,73,male,asian,JP,JP,5,2,modern,,2,1
640,44,female,asian,JP,JP,1,2,modern,,2,1
641,50,male,asian,JP,JP,6,5,modern,,1,2
642,63,female,asian,JP,JP,1,4,modern,,2,1
643,51,male,asian,JP,JP,5,3,modern,,2,1
644,58,male,asian,JP,JP,12,5,modern,,3,1
645,73,male,asian,JP,JP,12,5,modern,,4,1
646,45,female,asian,JP,JP,12,5,modern,,5,1
647,,female,prefer not to answer,prefer not to answer,prefer not to answer,2,2,modern,,3,3
648,47,male,asian,JP,JP,7,5,modern,,1,1
649,26,male,asian,JP,JP,3,2,modern,,2,1
650,42,male,asian,JP,JP,7,5,modern,,4,1
651,57,male,asian,JP,JP,4,2,modern,,4,1
652,53,male,asian,JP,JP,1,5,modern,,2,1
653,55,female,asian,JP,JP,5,4,modern,,2,1
654,67,male,asian,JP,JP,12,5,modern,,3,1
655,68,male,asian,JP,JP,6,5,modern,,3,1
656,47,male,hispanic/latino,JP,JP,4,5,modern,,5,2
657,35,male,asian,JP,JP,5,2,modern,,2,1
658,63,male,asian,JP,JP,3,2,modern,,3,1
659,58,female,asian,JP,JP,1,3,modern,,5,2
660,27,male,asian,JP,JP,1,1,modern,,4,2
661,55,male,asian,JP,JP,4,5,modern,,5,2
662,68,male,asian,JP,JP,1,3,modern,,2,1
663,27,male,asian,JP,JP,2,2,modern,,3,2
664,77,female,asian,JP,JP,2,5,modern,,2,1
665,57,female,asian,JP,JP,4,3,modern,,5,2
666,44,male,asian,JP,JP,2,5,modern,,2,2
667,51,female,asian,JP,JP,1,5,modern,,3,2
668,35,female,asian,JP,JP,3,2,modern,,5,2
669,46,male,asian,JP,JP,5,5,modern,,4,1
670,52,male,asian,JP,JP,3,5,modern,,2,1
671,38,male,asian,JP,JP,1,3,modern,,4,2
672,59,female,asian,JP,JP,3,3,modern,,2,1
673,62,male,asian,JP,JP,9,7,modern,,3,1
674,41,male,asian,JP,JP,3,5,modern,,5,2
675,77,male,asian,JP,JP,2,5,modern,,2,2
676,62,male,asian,JP,JP,1,2,modern,,4,2
677,22,female,asian,JP,JP,1,5,modern,,3,2
678,72,female,asian,JP,JP,4,4,modern,,3,1
679,44,male,asian,JP,JP,3,3,modern,,2,1
680,47,male,asian,JP,JP,1,2,modern,,4,2
681,22,male,asian,JP,JP,1,9,modern,,2,2
682,65,male,asian,JP,JP,1,5,modern,,4,1
683,49,male,asian,JP,JP,5,5,modern,,3,1
684,54,male,asian,JP,JP,4,9,modern,,2,1
685,59,female,asian,JP,JP,1,6,modern,,3,2
686,56,female,asian,JP,JP,7,5,modern,,1,1
687,66,male,asian,JP,JP,1,5,modern,,5,2
688,71,male,asian,JP,JP,2,5,modern,,2,1
689,67,male,asian,JP,JP,2,2,modern,,5,2
690,49,male,asian,JP,JP,12,5,modern,,2,1
691,53,male,asian,JP,JP,8,6,modern,,2,1
692,44,male,asian,JP,JP,3,2,modern,,4,1
693,62,female,asian,JP,JP,1,4,modern,,5,2
694,54,male,asian,JP,JP,1,5,modern,,1,1
695,,female,prefer not to answer,JP,JP,1,4,modern,,5,2
696,62,male,asian,JP,JP,2,5,modern,,3,1
697,48,female,asian,JP,JP,3,2,modern,,4,1
698,40,female,asian,JP,JP,1,5,modern,,3,2
699,62,male,asian,JP,JP,1,5,modern,,5,2
700,62,male,asian,JP,JP,5,2,modern,,2,1
701,47,male,asian,JP,JP,6,2,modern,,4,1
702,42,female,asian,JP,JP,3,5,modern,,2,2
703,39,female,asian,JP,JP,2,2,modern,,3,1
704,49,male,asian,JP,JP,12,5,modern,,4,1
705,57,male,asian,JP,JP,8,5,modern,,4,1
706,46,female,asian,JP,JP,1,2,modern,,2,2
707,68,female,asian,JP,JP,1,4,modern,,5,2
708,75,male,asian,JP,JP,2,5,modern,,4,2
709,55,male,asian,JP,JP,3,5,modern,,4,1
710,64,male,asian,JP,JP,4,5,modern,,3,1
711,60,female,asian,JP,JP,1,5,modern,,5,2
712,72,male,asian,JP,JP,2,1,modern,,1,1
713,71,male,asian,JP,JP,2,5,modern,,1,1
714,57,male,asian,JP,JP,2,2,modern,,1,1
715,68,male,asian,JP,JP,3,5,modern,,1,1
716,72,male,asian,JP,JP,1,2,modern,,3,1
717,59,male,asian,JP,JP,7,5,modern,,1,1
718,60,male,asian,JP,JP,9,5,modern,,2,2
719,75,female,prefer not to answer,JP,JP,12,2,modern,,5,2
720,57,female,asian,JP,JP,1,4,modern,,2,2
721,39,female,asian,JP,JP,1,5,modern,,2,1
722,57,male,asian,JP,JP,4,5,modern,,1,1
723,66,male,asian,JP,JP,3,5,modern,,2,1
724,62,male,asian,JP,JP,1,2,modern,,1,1
725,35,male,prefer not to answer,JP,JP,1,3,modern,,2,1
726,53,male,asian,JP,JP,7,5,modern,,2,1
727,70,male,asian,JP,JP,1,2,modern,,5,2
728,38,female,asian,JP,JP,1,5,modern,,2,1
729,77,male,asian,JP,JP,6,6,modern,,3,1
730,40,male,asian,JP,JP,1,2,modern,,3,2
731,55,male,asian,JP,JP,4,2,modern,,1,1
732,53,male,asian,JP,JP,9,5,modern,,1,1
733,65,male,asian,JP,JP,5,5,modern,,1,1
734,70,male,asian,JP,JP,2,5,modern,,2,1
735,77,male,asian,JP,JP,2,2,modern,,2,1
736,31,female,asian,JP,JP,3,5,modern,,5,2
737,55,female,asian,JP,JP,2,5,modern,,3,1
738,46,male,asian,JP,JP,6,5,modern,,4,1
739,33,female,asian,JP,JP,1,2,modern,,4,2
740,61,other,asian,JP,JP,1,5,modern,,5,2
741,59,female,asian,JP,JP,1,4,modern,,2,1
742,81,female,asian,JP,JP,1,3,modern,,3,2
743,42,female,asian,JP,JP,1,5,modern,,4,2
744,48,male,asian,JP,JP,5,3,modern,,3,1
745,,female,asian,JP,JP,12,9,modern,,2,1
746,42,male,asian,JP,JP,1,5,modern,,5,2
747,51,female,asian,JP,JP,4,3,modern,,2,1
748,42,male,asian,JP,JP,9,5,modern,,4,1
749,70,male,asian,JP,JP,3,5,modern,,3,1
750,44,female,asian,JP,JP,1,5,modern,,5,2
751,59,female,asian,JP,JP,1,5,modern,,4,2
752,48,male,asian,JP,JP,12,5,modern,,1,1
753,59,male,asian,JP,JP,9,5,modern,,4,2
754,52,male,asian,JP,JP,12,5,modern,,2,1
755,44,male,asian,JP,JP,4,2,modern,,1,1
756,70,male,asian,JP,JP,6,5,modern,,1,1
757,58,male,asian,JP,JP,12,3,modern,,1,2
758,35,male,asian,JP,JP,6,5,modern,,4,1
759,64,male,asian,JP,JP,12,1,modern,,5,2
760,70,male,asian,JP,JP,2,5,modern,,1,1
761,64,male,asian,JP,JP,4,2,modern,,3,1
762,55,male,asian,JP,JP,5,5,modern,,2,1
763,37,female,asian,JP,JP,1,2,modern,,5,1
764,55,male,asian,JP,JP,3,2,modern,,3,1
765,81,female,asian,JP,JP,2,2,modern,,5,2
766,63,female,asian,JP,JP,1,5,modern,,2,1
767,41,male,asian,JP,JP,9,6,modern,,1,1
768,86,male,asian,JP,JP,3,2,modern,,3,2
769,60,male,asian,JP,JP,3,5,modern,,2,1
770,57,male,prefer not to answer,JP,JP,1,2,modern,,3,1
771,61,male,asian,JP,JP,12,5,modern,,2,1
772,53,female,asian,JP,JP,1,4,modern,,5,2
773,20,female,asian,JP,JP,1,2,modern,,2,2
774,58,female,asian,JP,JP,12,5,modern,,3,1
775,51,female,asian,JP,JP,1,2,modern,,4,2
776,80,male,asian,JP,JP,5,4,modern,,2,1
777,76,male,asian,JP,JP,1,2,modern,,1,1
778,68,male,asian,JP,JP,3,5,modern,,2,1
779,58,female,asian,JP,JP,1,2,modern,,5,2
780,54,female,asian,JP,JP,2,3,modern,,5,2
781,52,male,asian,JP,JP,6,5,modern,,2,1
782,73,female,asian,JP,JP,3,3,modern,,5,2
783,60,male,asian,JP,JP,4,5,modern,,3,1
784,72,female,asian,JP,JP,3,5,modern,,2,1
785,71,female,asian,JP,JP,2,4,modern,,2,1
786,34,male,asian,JP,JP,8,5,modern,,5,2
787,44,male,asian,JP,JP,10,5,modern,,2,2
788,46,female,asian,JP,JP,1,4,modern,,4,2
789,39,male,asian,JP,JP,1,1,modern,,5,2
790,52,male,asian,JP,JP,9,5,modern,,2,1
791,44,male,asian,JP,JP,8,5,modern,,2,1
792,62,male,asian,JP,JP,2,5,modern,,2,1
793,70,female,asian,JP,JP,1,2,modern,,2,2
794,70,male,asian,JP,JP,4,5,modern,,1,1
795,47,female,asian,JP,JP,1,5,modern,,2,2
796,80,male,asian,JP,JP,12,1,modern,,1,1
797,70,male,asian,JP,JP,1,5,modern,,2,1
798,60,female,asian,JP,JP,1,1,modern,,5,2
799,57,female,asian,JP,JP,1,2,modern,,5,3
800,56,male,asian,JP,JP,6,5,modern,,2,1
801,61,male,asian,JP,JP,3,4,modern,,2,1
802,47,male,asian,JP,JP,1,3,modern,,2,2
803,64,female,asian,JP,JP,1,5,modern,,5,1
804,65,male,asian,JP,JP,5,5,modern,,4,2
805,54,male,asian,JP,JP,9,2,modern,,2,1
806,43,female,asian,JP,JP,4,5,modern,,2,1
807,69,male,asian,JP,JP,2,4,modern,,3,1
808,45,male,asian,JP,JP,1,5,modern,,5,2
809,39,female,asian,JP,JP,1,5,modern,,2,1
810,77,male,asian,JP,JP,1,2,modern,,2,1
811,60,female,asian,JP,JP,1,4,modern,,5,2
812,50,male,asian,JP,JP,1,5,modern,,4,1
813,61,male,asian,JP,JP,4,3,modern,,2,1
814,78,male,asian,JP,JP,7,5,modern,,5,1
815,69,male,asian,JP,JP,1,3,modern,,3,1
816,58,male,asian,JP,JP,1,1,modern,,5,2
817,39,female,prefer not to answer,JP,JP,4,4,modern,,3,1
818,68,male,asian,JP,JP,6,5,modern,,2,1
819,57,female,asian,JP,JP,12,2,modern,,4,1
820,47,male,asian,JP,JP,1,2,modern,,3,1
821,77,male,asian,JP,JP,7,5,modern,,1,1
822,70,female,asian,JP,JP,1,5,modern,,2,2
823,41,female,asian,JP,JP,2,2,modern,,5,2
824,48,female,asian,JP,JP,2,5,modern,,3,2
825,74,male,asian,JP,JP,3,5,modern,,1,1
826,75,male,asian,JP,JP,1,5,modern,,5,2
827,78,male,asian,JP,JP,2,5,modern,,1,1
828,77,male,asian,JP,JP,3,2,modern,,2,1
829,55,male,asian,JP,JP,8,5,modern,,2,1
830,66,female,asian,JP,JP,1,1,modern,,3,1
831,46,male,asian,JP,JP,3,5,modern,,4,1
832,54,female,asian,JP,JP,3,5,modern,,2,2
833,50,male,asian,JP,JP,6,2,modern,,2,1
834,72,female,asian,JP,JP,1,3,modern,,3,1
835,53,male,white,JP,JP,5,5,modern,,5,2
836,65,female,asian,JP,JP,3,5,modern,,4,2
837,65,male,asian,JP,JP,2,2,modern,,2,1
838,61,male,asian,JP,JP,1,5,modern,,2,1
839,36,male,asian,JP,JP,4,5,modern,,2,1
840,70,male,asian,JP,JP,1,2,modern,,3,1
841,67,female,asian,JP,JP,1,3,modern,,2,1
842,84,male,asian,JP,JP,2,4,modern,,2,2
843,78,male,asian,JP,JP,1,2,modern,,4,1
844,71,male,asian,JP,JP,12,5,modern,,4,1
845,56,male,asian,JP,JP,2,2,modern,,2,1
846,68,male,other,JP,JP,4,5,modern,,1,1
847,57,male,asian,JP,JP,1,3,modern,,2,1
848,56,female,asian,JP,JP,1,4,modern,,3,2
849,57,male,asian,JP,JP,5,5,modern,,2,1
850,64,female,asian,JP,JP,1,3,modern,,5,2
851,29,female,white,JP,JP,4,5,modern,,5,2
852,45,male,asian,JP,JP,1,2,modern,,5,2
853,82,female,asian,JP,JP,12,5,modern,,2,2
854,49,female,asian,JP,JP,5,2,modern,,1,2
855,47,male,asian,JP,JP,12,2,modern,,1,1
856,67,male,asian,JP,JP,11,5,modern,,1,1
857,46,female,asian,JP,JP,1,5,modern,,4,1
858,60,female,asian,JP,JP,1,3,modern,,4,2
859,60,female,asian,JP,JP,1,3,modern,,5,2
860,64,male,asian,JP,JP,5,5,modern,,3,1
861,36,female,asian,JP,JP,1,5,modern,,4,1
862,32,female,asian,JP,JP,1,2,modern,,4,2
863,64,male,asian,JP,JP,4,1,modern,,2,1
864,47,female,asian,JP,JP,1,4,modern,,2,2
865,76,male,asian,JP,JP,4,5,modern,,2,1
866,61,female,asian,JP,JP,1,2,modern,,2,1
867,68,male,asian,JP,JP,4,3,modern,,2,1
868,73,male,asian,JP,JP,6,5,modern,,2,1
869,74,female,asian,JP,JP,2,2,modern,,5,2
870,58,female,asian,JP,JP,1,2,modern,,4,2
871,51,female,asian,JP,JP,1,2,modern,,2,1
872,53,male,asian,JP,JP,9,5,modern,,3,1
873,57,male,asian,JP,JP,11,5,modern,,4,1
874,66,male,asian,JP,JP,3,2,modern,,2,1
875,75,male,asian,JP,JP,8,3,modern,,3,2
876,49,male,asian,JP,JP,12,5,modern,,2,2
877,75,male,asian,JP,JP,11,7,modern,,4,1
878,65,male,asian,JP,JP,4,5,modern,,2,1
879,40,male,asian,JP,JP,4,1,modern,,4,1
880,54,male,asian,JP,JP,5,3,modern,,4,1
881,73,male,asian,JP,JP,12,5,modern,,1,1
882,51,male,asian,JP,JP,8,5,modern,,2,1
883,46,male,asian,JP,JP,1,2,modern,,4,2
884,54,male,asian,JP,JP,2,3,modern,,4,2
885,48,female,asian,JP,JP,1,3,modern,,4,2
886,77,male,asian,JP,JP,1,2,modern,,2,1
887,68,female,asian,JP,JP,1,4,modern,,2,1
888,61,male,asian,JP,JP,2,5,modern,,2,1
889,39,male,asian,JP,JP,7,5,modern,,2,1
890,64,male,asian,JP,JP,1,2,modern,,1,2
891,53,male,asian,JP,JP,2,3,modern,,3,1
892,50,male,asian,JP,JP,8,5,modern,,1,1
893,50,male,asian,JP,JP,3,5,modern,,3,2
894,54,male,asian,JP,JP,7,5,modern,,1,1
895,73,male,asian,JP,JP,2,5,modern,,5,1
896,51,female,asian,JP,JP,1,5,modern,,3,1
897,51,female,asian,JP,JP,12,5,modern,,2,1
898,74,male,asian,JP,JP,1,5,modern,,5,2
899,63,female,asian,JP,JP,1,5,modern,,2,2
900,39,male,asian,JP,JP,8,5,modern,,3,1
901,37,male,asian,JP,JP,7,5,modern,,1,1
902,62,female,asian,JP,JP,1,4,modern,,5,2
903,56,male,asian,JP,JP,9,5,modern,,2,1
904,70,male,asian,JP,JP,8,5,modern,,1,1
905,68,female,asian,JP,JP,12,4,modern,,4,1
906,24,female,asian,JP,JP,1,4,modern,,2,1
907,50,male,asian,JP,JP,8,5,modern,,1,1
908,53,female,asian,JP,JP,3,3,modern,,2,2
909,60,female,asian,JP,JP,1,4,modern,,4,2
910,76,female,asian,JP,JP,2,2,modern,,4,2
911,52,female,asian,JP,JP,7,5,modern,,2,1
912,74,male,asian,JP,JP,2,5,modern,,2,1
913,55,male,asian,JP,JP,11,5,modern,,1,1
914,49,female,asian,JP,JP,6,5,modern,,5,2
915,59,male,asian,JP,JP,1,5,modern,,2,1
916,50,female,asian,JP,JP,1,5,modern,,2,2
917,68,female,asian,JP,JP,12,4,modern,,4,2
918,64,male,asian,JP,JP,1,1,modern,,5,2
919,64,male,asian,JP,JP,2,5,modern,,4,1
920,54,female,asian,JP,JP,1,4,modern,,4,1
921,44,female,asian,JP,JP,12,5,modern,,5,1
922,68,male,asian,JP,JP,12,5,modern,,2,1
923,64,male,asian,JP,JP,2,2,modern,,5,1
924,22,female,asian,JP,JP,1,2,modern,,2,2
925,54,male,asian,JP,JP,9,2,modern,,4,1
926,53,female,asian,JP,JP,1,4,modern,,3,1
927,65,female,asian,JP,JP,1,4,modern,,5,2
928,33,female,asian,JP,JP,1,2,modern,,4,2
929,65,female,asian,JP,JP,1,5,modern,,5,2
930,56,male,asian,JP,JP,2,5,modern,,2,1
931,52,male,asian,JP,JP,1,2,modern,,3,1
932,74,male,asian,JP,JP,12,5,modern,,2,1
933,65,female,asian,JP,JP,1,1,modern,,2,1
934,62,male,asian,JP,JP,4,1,modern,,1,1
935,46,male,asian,JP,JP,9,5,modern,,1,1
936,74,male,asian,JP,JP,6,2,modern,,1,1
937,42,male,asian,JP,JP,7,5,modern,,1,1
938,69,male,asian,JP,JP,8,5,modern,,4,2
939,71,male,asian,JP,JP,3,5,modern,,2,1
940,48,female,asian,JP,JP,1,5,modern,,4,1
941,45,female,asian,JP,JP,1,5,modern,,5,2
942,63,male,asian,JP,JP,4,2,modern,,4,2
943,24,male,asian,JP,JP,1,5,modern,,3,2
944,73,female,asian,JP,JP,12,5,modern,,4,2
945,41,male,asian,JP,JP,1,2,modern,,3,1
946,35,female,asian,JP,JP,1,2,modern,,5,1
947,46,male,asian,JP,JP,5,5,modern,,1,1
948,50,male,asian,JP,JP,1,7,modern,,5,2
949,49,male,asian,JP,JP,12,2,modern,,3,2
950,75,male,asian,JP,JP,2,3,modern,,2,1
951,64,male,asian,JP,JP,1,2,modern,,3,1
952,64,female,asian,JP,JP,12,4,modern,,3,2
953,29,male,asian,JP,JP,3,5,modern,,3,2
954,60,male,asian,JP,JP,3,5,modern,,2,1
955,58,male,asian,JP,JP,1,2,modern,,2,1
956,52,male,asian,JP,JP,4,6,modern,,4,2
957,73,male,asian,JP,JP,12,5,modern,,1,1
958,60,male,asian,JP,JP,1,5,modern,,4,2
959,63,male,asian,JP,JP,4,5,modern,,2,1
960,77,female,asian,JP,JP,1,2,modern,,3,1
961,80,male,asian,JP,JP,3,2,modern,,1,1
962,63,male,asian,JP,JP,12,5,modern,,3,1
963,53,male,asian,JP,JP,8,5,modern,,3,1
964,46,male,asian,JP,JP,6,5,modern,,1,1
965,58,male,asian,JP,JP,4,2,modern,,3,1
966,69,female,asian,JP,JP,1,2,modern,,2,1
967,67,male,asian,JP,JP,2,5,modern,,4,2
968,73,male,asian,JP,JP,3,5,modern,,4,2
969,56,female,asian,JP,JP,3,2,modern,,2,1
970,64,female,asian,JP,JP,1,2,modern,,2,1
971,75,male,asian,JP,JP,2,2,modern,,3,1
972,68,female,asian,JP,JP,1,4,modern,,4,2
973,61,male,asian,JP,JP,1,5,modern,,5,2
974,72,female,asian,JP,JP,1,5,modern,,3,2
975,49,male,asian,JP,JP,1,1,modern,,2,1
976,68,female,asian,JP,JP,1,5,modern,,5,2
977,53,male,other,JP,JP,2,2,modern,,2,1
978,56,female,asian,JP,JP,1,4,modern,,5,1
979,37,female,asian,JP,JP,1,3,modern,,5,2
980,77,male,asian,JP,JP,4,2,modern,,2,1
981,67,male,asian,JP,JP,4,5,modern,,2,1
982,49,female,asian,JP,JP,1,5,modern,,3,1
983,80,male,asian,JP,JP,1,4,modern,,2,1
984,72,male,asian,JP,JP,3,5,modern,,4,1
985,38,male,asian,JP,JP,8,5,modern,,1,1
986,79,male,asian,JP,JP,12,5,modern,,3,1
987,67,male,asian,JP,JP,3,5,modern,,2,1
988,63,female,asian,JP,JP,1,2,modern,,5,2
989,51,female,asian,JP,JP,1,5,modern,,5,2
990,65,male,asian,JP,JP,4,5,modern,,3,1
991,37,male,asian,JP,JP,3,2,modern,,1,1
992,62,female,asian,JP,JP,12,5,modern,,4,2
993,23,male,asian,JP,JP,1,2,modern,,3,2
994,57,male,asian,JP,JP,7,5,modern,,3,2
995,48,male,asian,JP,JP,8,5,modern,,2,2
996,32,female,asian,JP,JP,12,5,modern,,2,1
997,63,male,asian,JP,JP,1,2,modern,,2,1
998,61,female,asian,JP,JP,5,5,modern,,4,2
999,75,male,asian,JP,JP,2,5,modern,,1,1
1000,63,male,asian,JP,JP,3,2,sporty,,3,1
1001,63,male,asian,JP,JP,1,2,sporty,,2,1
1002,58,male,asian,JP,JP,1,5,sporty,,2,2
1003,52,male,asian,JP,JP,7,2,sporty,,2,1
1004,73,female,asian,JP,JP,1,3,sporty,,4,2
1005,53,male,asian,JP,JP,9,5,sporty,,2,1
1006,52,male,asian,JP,JP,2,5,sporty,,5,2
1007,63,male,asian,JP,JP,4,5,sporty,,1,1
1008,51,male,asian,JP,JP,1,2,sporty,,5,1
1009,63,male,asian,JP,JP,12,2,sporty,,3,2
1010,61,female,asian,JP,JP,12,2,sporty,,4,1
1011,40,female,asian,JP,JP,3,2,sporty,,4,1
1012,57,female,asian,JP,JP,1,2,sporty,,2,1
1013,62,male,asian,JP,JP,4,5,sporty,,1,1
1014,59,male,asian,JP,JP,1,5,sporty,,2,2
1015,74,male,asian,JP,JP,3,2,sporty,,3,1
1016,66,female,asian,JP,JP,1,2,sporty,,4,2
1017,54,male,asian,JP,JP,5,3,sporty,,1,1
1018,78,female,asian,JP,JP,1,4,sporty,,3,1
1019,63,female,white,JP,JP,12,5,sporty,,5,1
1020,46,female,asian,JP,JP,12,2,sporty,,4,2
1021,61,male,asian,JP,JP,4,5,sporty,,4,1
1022,51,male,asian,JP,JP,5,3,sporty,,5,1
1023,41,male,asian,JP,JP,12,2,sporty,,3,1
1024,69,male,asian,JP,JP,12,3,sporty,,2,1
